id_estudiante,genero,estructura_familiar,num_hermanos,nivel_socioeconomico,nivel_educativo_padres,trabaja_estudiante,horas_trabajo_semanal,acceso_internet_hogar,distancia_colegio_km,nivel_autoestima,nivel_ansiedad,nivel_motivacion_escolar,apoyo_familiar_percibido,eventos_estresantes_recientes,relacion_con_companeros,horas_sueño_diarias,consumo_sustancias,participa_actividades_extracurriculares,atencion_psicologica_previa
3707,Masculino,Ambos padres,0,Medio-bajo,Primaria,1,27.5,0,0.55,3.0,5,1,3,1,Conflictiva,5.9,0,0,1
3548,Masculino,Ambos padres,2,Medio-bajo,Secundaria,0,,0,0.51,3.0,2,2,4,0,Regular,7.3,0,0,0
3209,Femenino,Tutor,3,Medio,,0,,1,9.19,4.0,2,3,3,0,Regular,6.6,0,0,0
3795,Femenino,Otros familiares,2,Medio-bajo,Sin estudios,0,,1,0.47,4.0,4,2,1,1,Regular,7.5,0,0,0
1875,Femenino,Un solo padre,1,Medio,Secundaria,1,16.4,0,5.13,4.0,3,2,3,1,Buena,6.2,0,0,0
3581,Masculino,Ambos padres,0,Medio,Secundaria,0,,1,0.95,4.0,2,4,4,0,Buena,7.0,0,1,0
3919,Femenino,Ambos padres,0,Medio-bajo,Secundaria,0,,1,4.61,4.0,2,4,4,0,Buena,6.3,0,0,1
1061,Femenino,Ambos padres,1,Bajo,Secundaria,0,,0,2.03,3.0,4,3,2,1,Regular,6.2,1,0,0
3329,Masculino,Otros familiares,1,Bajo,Superior,0,,0,4.56,1.0,3,3,1,0,Conflictiva,6.4,0,0,0
3327,Femenino,Un solo padre,1,Alto,Superior,0,,1,2.13,3.0,3,3,2,0,Buena,5.8,0,1,0
1104,Masculino,Otros familiares,0,Medio-bajo,Superior,0,,1,2.36,4.0,4,2,1,0,Regular,6.2,0,0,1
3709,Femenino,Un solo padre,1,Medio,Secundaria,0,,1,0.76,5.0,1,3,4,1,Buena,6.2,0,1,0
3005,Femenino,Ambos padres,3,Alto,Primaria,0,,1,0.79,2.0,2,4,4,0,Buena,7.9,0,1,0
1375,Femenino,Ambos padres,1,Medio-bajo,Secundaria,0,,1,4.05,4.0,1,4,3,0,Regular,6.0,0,0,0
1096,Femenino,Un solo padre,1,,Superior,0,,1,2.15,3.0,3,3,2,1,Buena,7.7,0,0,0
3285,Masculino,Un solo padre,2,Medio-bajo,Secundaria,1,18.9,0,0.27,3.0,3,3,4,0,Conflictiva,4.4,1,0,0
2960,Femenino,Un solo padre,2,Medio,Primaria,0,,1,,4.0,3,3,4,0,Regular,7.5,0,1,0
1957,Masculino,Ambos padres,1,Medio-bajo,Sin estudios,0,,1,1.73,4.0,4,3,4,0,Regular,6.4,1,1,0
1135,Femenino,Ambos padres,4,Bajo,Superior,0,,0,0.55,2.0,5,2,2,0,Conflictiva,5.2,0,1,0
3940,Femenino,Un solo padre,1,Medio,Superior,0,,1,2.57,4.0,1,4,2,0,Buena,5.7,0,0,0
1101,Femenino,Ambos padres,2,Medio-bajo,Sin estudios,0,,1,0.65,2.0,3,2,3,0,Regular,5.5,0,1,1
1868,Femenino,Un solo padre,2,Medio-bajo,Primaria,0,,0,4.84,2.0,2,1,2,1,Buena,7.4,0,0,1
2446,Masculino,Ambos padres,0,Medio,Superior,0,,0,1.06,3.0,3,4,2,0,Conflictiva,5.6,0,1,1
3547,Femenino,Ambos padres,1,Bajo,Superior,0,,0,0.24,2.0,3,2,3,1,Conflictiva,4.9,0,0,0
3628,Masculino,Ambos padres,1,Medio,,1,19.2,1,2.26,4.0,4,4,2,0,Buena,7.0,0,0,0
1646,Femenino,Ambos padres,1,Bajo,Primaria,1,21.5,0,11.06,1.0,3,1,4,1,Regular,5.0,0,0,0
2949,Femenino,Ambos padres,2,Medio,Secundaria,0,,0,2.34,1.0,1,5,4,0,Buena,7.1,0,0,0
3269,Femenino,Ambos padres,2,Medio,Superior,1,18.4,1,1.17,3.0,5,2,4,0,Buena,5.4,0,0,0
3169,Femenino,Otros familiares,4,,Sin estudios,0,,1,0.48,5.0,1,4,4,0,Regular,7.2,0,1,1
2867,Femenino,Ambos padres,3,Medio-bajo,Secundaria,0,,1,0.11,3.0,3,1,2,0,Regular,3.2,0,1,0
3158,Masculino,Ambos padres,0,Medio,Sin estudios,0,,1,1.5,1.0,2,4,5,0,Regular,7.8,0,0,0
2672,Femenino,Ambos padres,4,Medio-bajo,Secundaria,0,,1,9.69,4.0,3,2,3,1,Buena,7.1,0,0,0
1273,Masculino,Ambos padres,1,Alto,Superior,0,,0,1.45,4.0,2,4,3,0,Buena,7.1,0,1,0
2217,Femenino,Ambos padres,2,Alto,Superior,0,,1,3.01,5.0,3,4,3,0,Buena,8.2,0,1,0
1636,Masculino,Un solo padre,3,Medio,Superior,1,12.4,1,,4.0,4,4,4,1,Regular,6.1,1,0,0
1091,Masculino,Ambos padres,3,Medio,Secundaria,0,,1,0.5,4.0,3,3,4,0,Buena,7.5,0,0,0
1220,Masculino,Otros familiares,0,Medio,Secundaria,0,,0,1.25,3.0,2,3,5,1,Buena,8.3,0,0,1
3307,Femenino,Otros familiares,0,Medio,Secundaria,0,,0,1.24,4.0,3,3,2,0,Conflictiva,7.1,0,1,1
1056,Femenino,Ambos padres,3,Medio,Secundaria,1,23.9,1,0.11,2.0,3,4,4,1,Buena,5.5,0,0,0
3688,Femenino,Otros familiares,3,Bajo,Secundaria,0,,1,2.23,2.0,3,3,2,0,Conflictiva,6.6,0,0,1
1039,Masculino,Ambos padres,2,Medio,,0,,0,1.54,3.0,2,3,5,0,Buena,8.8,0,0,0
3199,Femenino,Ambos padres,1,Medio,Secundaria,0,,1,,2.0,1,2,3,0,Buena,7.3,0,1,0
1742,Femenino,Otros familiares,0,Medio,Superior,0,,1,3.56,5.0,4,4,2,0,Buena,6.5,0,0,1
3968,Masculino,Tutor,3,Medio,Superior,0,,1,5.55,3.0,1,4,1,1,Regular,8.9,0,0,0
3674,Masculino,Tutor,2,Medio-bajo,Secundaria,0,,1,0.75,2.0,4,3,5,1,Buena,8.0,0,1,0
2862,Masculino,Un solo padre,2,Medio-bajo,Primaria,1,29.1,0,1.65,1.0,4,1,4,0,Regular,5.8,0,0,1
1292,Masculino,Un solo padre,2,Medio,Secundaria,0,,1,1.24,1.0,3,4,3,0,Buena,7.8,0,0,1
3799,Masculino,Ambos padres,2,Medio-bajo,Superior,0,,1,3.9,4.0,3,3,5,0,Conflictiva,6.4,0,1,1
1610,Femenino,Un solo padre,1,Medio,Secundaria,0,,0,7.57,4.0,2,2,2,0,Regular,8.0,0,0,0
1244,Femenino,Ambos padres,2,Bajo,Superior,0,,1,3.56,4.0,4,2,4,0,Conflictiva,6.1,0,1,1
2826,Masculino,Otros familiares,1,Alto,Secundaria,1,18.8,1,0.35,4.0,1,5,3,0,Buena,7.7,0,1,0
3466,Femenino,Un solo padre,3,Alto,Superior,0,,0,2.89,4.0,3,3,4,1,Buena,6.7,0,1,0
1964,Masculino,Ambos padres,3,Medio,Primaria,0,,1,0.39,4.0,2,3,4,0,Buena,7.0,0,0,0
1736,Femenino,Ambos padres,3,Medio,Superior,0,,1,2.84,4.0,1,2,4,1,Buena,7.5,0,1,0
2539,Masculino,Ambos padres,1,Bajo,Superior,1,16.1,1,1.32,4.0,5,1,3,0,Regular,6.6,0,1,1
1211,Masculino,Un solo padre,2,Medio,Secundaria,0,,1,3.79,4.0,2,2,3,0,Regular,5.4,0,0,1
3613,Femenino,Ambos padres,1,Bajo,,1,31.6,1,2.9,3.0,4,1,1,1,Conflictiva,3.8,0,0,0
3236,Femenino,Ambos padres,2,Bajo,Secundaria,0,,1,2.22,2.0,4,1,2,0,Conflictiva,4.6,1,1,0
1858,Masculino,Otros familiares,0,Bajo,Sin estudios,0,,0,8.04,3.0,4,3,2,1,Conflictiva,7.2,0,0,0
2464,Femenino,Ambos padres,2,Medio,Secundaria,0,,0,2.61,3.0,5,3,3,1,Regular,5.9,1,1,0
2656,Otro,Otros familiares,2,Medio,Secundaria,1,18.9,1,1.12,4.0,1,3,2,0,Buena,7.2,0,0,0
1819,Femenino,Un solo padre,0,Medio,Secundaria,0,,1,1.79,3.0,3,2,4,0,Buena,5.5,0,0,0
1691,Femenino,Ambos padres,1,Medio-bajo,Primaria,0,,1,0.69,1.0,1,2,3,0,Conflictiva,8.1,0,0,0
1272,Femenino,Un solo padre,0,Alto,Primaria,0,,1,0.4,,4,3,3,0,Regular,6.1,1,1,0
2095,Masculino,Un solo padre,1,Medio-bajo,Primaria,0,,1,1.93,1.0,5,4,4,0,Conflictiva,5.8,0,0,0
1287,Masculino,Ambos padres,1,Medio-bajo,Primaria,0,,0,0.11,4.0,4,3,1,0,Buena,8.0,0,0,0
1066,Femenino,Ambos padres,4,Bajo,Primaria,0,,0,1.18,3.0,3,4,2,0,Regular,5.9,0,1,0
1980,Femenino,Ambos padres,3,Medio,Superior,0,,0,,5.0,3,4,3,0,Buena,6.9,0,1,0
1849,Masculino,Ambos padres,1,Medio,Sin estudios,0,,0,1.57,4.0,1,4,2,1,Buena,7.9,0,0,0
1346,Masculino,Un solo padre,0,Medio,,0,,1,0.3,5.0,2,3,4,0,Buena,7.6,0,0,0
2553,Masculino,Un solo padre,0,Medio,Primaria,1,11.9,1,9.81,4.0,1,4,5,0,Buena,6.5,0,0,0
1527,Femenino,Ambos padres,2,Medio-bajo,Superior,0,,0,1.32,1.0,5,3,3,1,Regular,9.0,0,1,1
3320,Masculino,Ambos padres,1,Bajo,Superior,0,,0,2.13,4.0,4,1,3,1,Conflictiva,6.4,0,0,1
2000,Femenino,Ambos padres,2,Medio,,0,,1,0.82,3.0,2,4,4,0,Buena,8.7,0,1,1
2185,Femenino,Ambos padres,2,Medio-bajo,Primaria,0,,0,3.22,2.0,1,3,3,0,Regular,8.2,0,1,0
2581,Femenino,Un solo padre,1,Medio-bajo,Secundaria,0,,0,3.37,3.0,3,5,2,0,Regular,4.7,0,0,0
2339,Masculino,Ambos padres,2,Bajo,Secundaria,0,,1,0.27,2.0,3,4,2,1,,5.4,0,1,1
2127,Femenino,Un solo padre,1,Medio,Secundaria,0,,0,2.27,4.0,3,5,4,0,Regular,7.1,0,1,0
3748,Femenino,Ambos padres,0,Alto,Secundaria,0,,0,2.2,3.0,2,2,3,0,Regular,8.1,0,0,0
2543,Femenino,Ambos padres,2,Medio,Superior,0,,0,2.51,4.0,2,3,3,0,Buena,6.8,0,1,0
2327,Otro,Ambos padres,1,Alto,Secundaria,0,,1,0.15,2.0,1,4,3,0,Buena,8.5,0,0,0
3265,Femenino,Ambos padres,1,Medio-bajo,Secundaria,1,15.4,1,1.17,4.0,4,4,4,1,Conflictiva,0.8,0,1,0
1699,Femenino,Ambos padres,1,Medio-bajo,Secundaria,0,,1,2.16,2.0,3,3,2,0,Conflictiva,6.9,0,1,0
3215,Femenino,Un solo padre,1,Bajo,Secundaria,1,29.8,0,0.4,2.0,3,3,5,1,Conflictiva,7.1,0,0,0
2068,Femenino,Ambos padres,1,Medio,Superior,0,,1,1.06,4.0,4,3,4,0,Regular,7.6,0,1,0
2162,Femenino,Ambos padres,0,Bajo,Secundaria,0,,1,2.23,2.0,3,2,3,1,Regular,5.1,0,0,0
3863,Masculino,Ambos padres,3,Medio,Sin estudios,1,13.0,1,1.21,3.0,4,2,4,0,Regular,6.8,0,1,1
1323,Femenino,Otros familiares,0,Medio,Secundaria,0,,1,1.07,4.0,2,2,4,1,Buena,4.5,0,0,0
3612,Femenino,Tutor,2,Medio-bajo,Secundaria,0,,0,8.2,3.0,3,3,2,1,Regular,3.8,0,1,0
3461,Femenino,Un solo padre,4,Bajo,Secundaria,0,,1,3.37,3.0,2,3,1,1,Conflictiva,6.8,0,0,0
3248,Femenino,Tutor,1,Medio,Superior,0,,0,0.69,,4,4,4,0,Regular,5.5,0,0,0
3806,Masculino,Un solo padre,3,Medio,Primaria,0,,1,0.1,4.0,2,4,4,0,Buena,8.6,0,0,1
1907,Femenino,Un solo padre,1,Medio,Superior,0,,1,2.62,4.0,3,3,4,0,Buena,7.3,0,1,0
1398,Femenino,Ambos padres,1,Alto,Secundaria,0,,1,0.27,3.0,3,3,5,0,Regular,7.8,0,1,0
2195,Femenino,Ambos padres,0,Medio-bajo,,0,,1,0.4,3.0,5,2,3,0,Regular,4.6,0,1,1
2041,Masculino,Ambos padres,0,Medio,Secundaria,1,16.2,0,0.52,3.0,3,2,3,0,Regular,6.0,0,0,0
3745,Masculino,Ambos padres,1,Medio,Primaria,0,,1,3.19,,3,3,4,0,Buena,6.9,0,0,0
3339,Femenino,Otros familiares,1,Medio-bajo,Secundaria,0,,0,0.54,3.0,3,4,1,0,Conflictiva,5.5,0,0,0
2511,Masculino,Ambos padres,4,Medio,Secundaria,0,,0,8.0,,2,2,3,0,Buena,7.7,0,1,0
3275,Masculino,Un solo padre,1,Bajo,Secundaria,0,,1,2.39,3.0,3,2,4,1,Regular,5.4,0,0,0
2287,Masculino,Ambos padres,2,Alto,Secundaria,0,,1,0.1,1.0,1,3,5,0,Buena,4.5,0,1,0
3283,Otro,Un solo padre,3,Medio,Primaria,0,,0,0.2,5.0,3,4,4,0,Buena,8.2,0,1,0
3646,Masculino,Ambos padres,2,Bajo,Secundaria,1,23.5,0,1.43,1.0,4,1,3,0,Regular,6.1,1,0,1
1119,Femenino,Ambos padres,0,Medio-bajo,Superior,0,,0,3.91,3.0,3,4,2,1,Conflictiva,5.1,0,0,1
2351,Femenino,Un solo padre,2,Medio-bajo,Secundaria,0,,0,0.41,3.0,2,4,4,1,Buena,4.8,0,1,0
1734,Masculino,Ambos padres,3,Alto,Secundaria,1,15.2,1,7.76,5.0,3,4,4,0,Buena,6.9,0,0,0
2612,Femenino,Ambos padres,1,Bajo,Secundaria,0,,1,1.39,1.0,3,2,2,1,Regular,3.8,1,0,0
2838,Masculino,Un solo padre,0,Medio,Secundaria,0,,0,1.36,2.0,4,4,4,0,Buena,7.0,0,0,0
3838,Masculino,Otros familiares,0,Medio-bajo,Primaria,0,,1,2.33,3.0,3,4,3,0,Buena,7.0,0,1,0
1871,Femenino,Ambos padres,0,Medio-bajo,Primaria,0,,1,,3.0,3,3,5,0,Regular,5.5,0,0,0
1177,Femenino,Otros familiares,1,Medio,Primaria,0,,1,0.71,1.0,3,3,5,1,Regular,7.0,0,1,0
3764,Masculino,Un solo padre,0,Medio,Superior,0,,1,3.29,3.0,2,4,1,0,Regular,5.9,0,0,0
1717,Femenino,Ambos padres,3,Medio-bajo,Secundaria,1,29.7,1,1.91,2.0,2,2,4,0,Regular,5.6,0,0,0
2667,Otro,Ambos padres,1,Medio-bajo,Superior,1,22.6,0,1.08,2.0,2,2,2,1,Conflictiva,5.3,0,0,1
1716,Masculino,Otros familiares,2,Medio,Secundaria,1,20.1,1,0.16,3.0,2,4,2,0,Regular,6.3,0,0,0
3198,Masculino,Un solo padre,1,Medio-bajo,Secundaria,0,,0,4.5,3.0,3,3,3,1,Regular,8.7,0,1,0
2027,Masculino,Un solo padre,1,Medio-bajo,Primaria,1,20.8,1,2.9,4.0,3,1,2,0,Conflictiva,8.4,0,0,1
1627,Femenino,Tutor,4,Medio-bajo,Superior,1,20.8,1,,4.0,3,3,2,1,Regular,6.9,0,1,0
1317,Femenino,Ambos padres,0,Medio,,0,,1,0.21,4.0,3,4,4,0,,5.3,0,1,0
2554,Femenino,Ambos padres,2,,,0,,1,2.65,3.0,3,2,1,0,Regular,7.5,0,1,1
2548,Masculino,Ambos padres,2,Medio,Secundaria,0,,1,0.27,3.0,5,2,3,1,Regular,6.0,0,1,0
2489,Femenino,Ambos padres,3,Bajo,Primaria,0,,0,1.54,1.0,5,2,2,0,Conflictiva,6.5,1,0,1
1281,Masculino,Un solo padre,1,Medio,Primaria,1,2.0,1,1.73,4.0,2,5,4,0,Buena,7.2,0,1,0
2471,Femenino,Un solo padre,4,Bajo,Secundaria,0,,0,0.1,4.0,4,2,1,1,Regular,4.5,0,0,1
2470,Masculino,Ambos padres,2,Alto,Superior,0,,1,0.12,4.0,3,4,4,0,Regular,6.3,0,0,0
2917,Femenino,Un solo padre,0,Medio-bajo,Superior,0,,1,0.13,2.0,1,1,2,0,Buena,7.0,1,1,1
1585,Femenino,Un solo padre,2,Medio-bajo,Secundaria,1,20.6,0,0.92,1.0,3,2,2,1,Conflictiva,5.9,1,1,1
1480,Femenino,Un solo padre,0,Medio,Superior,0,,1,0.23,2.0,4,2,4,1,Conflictiva,4.3,0,0,0
2615,Masculino,Ambos padres,3,Medio-bajo,Superior,1,16.8,0,4.12,3.0,5,1,2,1,Regular,7.1,0,0,0
2360,Femenino,Ambos padres,3,,Secundaria,0,,1,0.76,4.0,2,3,5,0,Buena,7.8,0,0,0
2207,Masculino,Ambos padres,2,Medio,Secundaria,0,,1,1.2,3.0,3,2,3,0,,7.9,0,0,0
3823,Masculino,Ambos padres,1,Alto,Primaria,0,,1,0.57,3.0,3,3,4,0,Buena,7.4,0,0,1
3513,Femenino,Otros familiares,0,Medio,Primaria,0,,0,6.27,5.0,3,4,4,0,Buena,8.8,1,0,0
2213,Masculino,Otros familiares,1,Medio,Secundaria,0,,1,0.71,3.0,2,5,4,1,Buena,7.0,0,1,0
2060,Femenino,Un solo padre,0,Medio-bajo,Primaria,0,,1,1.49,4.0,3,1,3,1,Buena,7.8,0,0,0
1338,Masculino,Ambos padres,0,Bajo,Superior,1,15.1,0,9.2,1.0,5,2,4,1,Conflictiva,5.2,0,0,1
3230,Femenino,Otros familiares,3,Bajo,Secundaria,0,,1,7.31,3.0,5,1,5,1,Conflictiva,3.5,0,1,0
2354,Masculino,Ambos padres,0,Medio,Primaria,0,,1,0.1,3.0,2,5,3,0,Buena,6.9,0,1,0
1454,Femenino,Ambos padres,0,Medio,Secundaria,0,,1,6.12,5.0,4,3,4,0,Buena,6.1,0,0,1
1951,Masculino,Un solo padre,1,Bajo,Primaria,0,,1,5.45,1.0,4,1,3,0,Regular,5.7,0,0,1
1053,Femenino,Ambos padres,1,Medio-bajo,Primaria,1,18.4,1,5.53,4.0,4,1,5,0,Regular,6.0,0,1,0
3447,Masculino,Ambos padres,4,Medio,Primaria,0,,0,0.35,2.0,2,3,4,0,Regular,7.3,0,0,0
2865,Femenino,Tutor,2,Bajo,Superior,0,,1,1.41,3.0,4,3,4,1,Regular,6.5,0,0,1
2545,Femenino,Ambos padres,3,Medio-bajo,Superior,1,29.5,0,6.63,4.0,2,3,5,0,Regular,6.2,0,0,0
3032,Masculino,Un solo padre,2,,Secundaria,0,,1,9.06,4.0,1,3,3,1,Regular,7.5,0,0,0
3471,Femenino,Ambos padres,3,Medio-bajo,Superior,0,,1,0.18,3.0,3,4,3,0,Regular,5.4,1,0,0
1842,Masculino,Ambos padres,1,Bajo,Superior,1,17.8,1,0.99,2.0,4,3,3,1,Regular,7.4,0,0,0
1319,Masculino,Otros familiares,2,Medio,Secundaria,0,,1,2.11,3.0,3,4,5,0,Regular,7.5,0,0,0
2212,Masculino,Otros familiares,1,Medio-bajo,Secundaria,1,20.7,0,2.35,3.0,5,1,2,0,Regular,6.2,0,1,0
1551,Femenino,Un solo padre,1,Medio-bajo,Superior,0,,1,14.53,2.0,3,3,1,1,Conflictiva,4.9,0,1,0
2107,Masculino,Ambos padres,1,Alto,Primaria,0,,1,1.63,3.0,2,4,4,0,Buena,8.5,0,1,0
1956,Femenino,Ambos padres,3,Bajo,Superior,0,,1,3.1,3.0,5,2,3,0,Regular,8.2,0,0,0
1124,Masculino,Ambos padres,1,Medio-bajo,Superior,0,,0,,3.0,3,4,3,0,Regular,7.4,0,0,0
2993,Femenino,Ambos padres,2,Medio-bajo,Superior,0,,1,0.1,4.0,2,3,1,1,Regular,6.8,0,0,0
3930,Femenino,Ambos padres,3,Medio-bajo,Superior,0,,1,1.34,3.0,3,2,5,0,Regular,7.8,0,0,0
1090,Femenino,Ambos padres,1,Bajo,Primaria,0,,1,1.48,3.0,3,4,3,0,,5.7,0,0,0
1413,Masculino,Otros familiares,0,Medio,Superior,1,21.0,1,0.8,4.0,2,4,3,0,Buena,6.1,1,1,0
2483,Masculino,Ambos padres,2,Medio-bajo,Secundaria,0,,0,0.15,3.0,3,3,2,0,Buena,5.7,0,0,1
2844,Femenino,Un solo padre,3,Bajo,Primaria,0,,1,2.89,1.0,4,2,1,0,Conflictiva,6.9,0,0,0
1172,Femenino,Ambos padres,2,Medio-bajo,Primaria,0,,1,1.51,5.0,5,2,2,0,Conflictiva,5.2,0,0,0
1882,Femenino,Un solo padre,1,Bajo,Secundaria,1,18.9,0,2.51,2.0,3,3,1,1,Regular,8.0,0,0,0
2642,Femenino,Ambos padres,3,Medio-bajo,Primaria,0,,0,5.68,3.0,2,4,3,0,Regular,6.7,1,0,0
1167,Masculino,Ambos padres,2,Bajo,Superior,0,,1,0.3,1.0,4,4,1,1,,6.6,1,1,0
2357,Femenino,Ambos padres,2,Bajo,Superior,0,,0,1.38,3.0,4,3,4,1,Conflictiva,6.7,0,0,0
1075,Masculino,Un solo padre,2,Medio-bajo,Primaria,0,,1,1.18,5.0,3,4,2,1,Regular,8.3,0,0,0
3898,Masculino,Ambos padres,2,Medio,Secundaria,0,,1,0.39,4.0,2,3,5,1,Buena,8.2,0,1,0
1371,Femenino,Ambos padres,3,Medio-bajo,Secundaria,0,,0,0.94,1.0,4,3,4,1,Conflictiva,7.1,0,0,1
3960,Femenino,Ambos padres,1,Bajo,Secundaria,1,21.5,0,0.85,1.0,4,2,2,1,Conflictiva,6.2,0,0,0
2090,Masculino,Tutor,1,Medio,Secundaria,0,,1,0.39,4.0,2,3,1,0,Regular,6.9,0,1,0
3989,Masculino,Ambos padres,2,Medio-bajo,Primaria,1,26.9,0,0.1,3.0,2,3,2,0,Buena,7.3,0,0,0
2915,Masculino,Tutor,4,Medio,Superior,0,,1,2.91,2.0,2,3,4,1,Regular,8.1,0,0,0
1804,Femenino,Ambos padres,3,Medio,Superior,1,20.6,1,0.49,2.0,3,4,4,0,Regular,6.6,0,0,0
3281,Femenino,Ambos padres,1,Medio,Secundaria,0,,1,5.76,3.0,3,3,3,1,Buena,6.0,1,1,0
2815,Masculino,Un solo padre,2,Bajo,,1,24.6,0,0.67,2.0,3,2,3,1,Regular,6.1,1,1,1
1453,Masculino,Ambos padres,2,Bajo,Superior,1,21.3,1,7.09,1.0,3,2,2,1,Conflictiva,4.8,0,1,0
3202,Femenino,Ambos padres,0,Bajo,Primaria,1,14.2,0,3.48,3.0,3,3,3,1,Regular,5.7,0,0,1
2859,Femenino,Ambos padres,0,Medio,Superior,0,,1,1.15,3.0,1,4,2,0,Regular,5.9,1,1,0
3455,Femenino,Tutor,0,Medio,Superior,0,,1,7.71,1.0,4,2,5,0,Regular,6.1,0,1,0
1437,Femenino,Un solo padre,4,Medio,Superior,0,,1,2.43,4.0,3,3,4,1,Buena,8.4,0,1,0
2174,Femenino,Un solo padre,2,Medio,Primaria,0,,1,0.84,3.0,4,3,2,0,Regular,7.6,0,1,0
3291,Femenino,Un solo padre,2,Bajo,Secundaria,0,,1,13.06,2.0,3,1,1,0,Conflictiva,5.8,0,0,0
1581,Femenino,Otros familiares,2,Bajo,Secundaria,1,19.1,1,2.29,2.0,5,2,2,0,Conflictiva,5.7,0,0,1
2973,Femenino,Ambos padres,4,Bajo,,1,31.5,0,1.39,2.0,4,3,3,0,Conflictiva,6.8,0,0,1
2317,Masculino,Ambos padres,1,Medio-bajo,Secundaria,0,,0,7.35,4.0,4,2,3,0,Regular,5.7,0,0,0
2335,Masculino,Otros familiares,2,Medio-bajo,Superior,0,,1,2.35,3.0,4,1,3,1,Regular,5.2,0,0,1
2374,Masculino,Ambos padres,2,Bajo,Secundaria,0,,1,2.76,2.0,3,1,3,0,Conflictiva,6.8,0,1,0
2019,Femenino,Ambos padres,0,Medio,Secundaria,0,,0,0.1,4.0,4,3,4,1,Conflictiva,7.8,0,1,0
2709,Femenino,Tutor,2,Medio-bajo,Secundaria,0,,1,3.01,1.0,4,2,2,1,Conflictiva,5.7,0,0,0
3804,Femenino,Ambos padres,3,Bajo,Secundaria,1,22.1,1,0.39,3.0,3,3,3,1,Regular,6.7,0,1,0
3636,Femenino,Ambos padres,2,Medio,Superior,0,,1,2.74,4.0,4,3,3,0,Regular,7.0,0,0,1
3061,Masculino,Un solo padre,5,Bajo,Secundaria,0,,1,2.76,2.0,5,2,3,1,Conflictiva,8.8,0,1,0
3414,Femenino,Ambos padres,0,Medio-bajo,Primaria,0,,0,3.99,5.0,3,3,3,0,Conflictiva,7.9,0,0,0
3056,Femenino,Ambos padres,2,Medio-bajo,Secundaria,0,,1,2.83,3.0,4,3,3,1,Buena,7.5,0,0,0
1702,Femenino,Ambos padres,3,Medio,Secundaria,0,,1,2.02,3.0,2,4,4,1,Buena,6.3,0,0,0
1815,Femenino,Ambos padres,0,Medio-bajo,Superior,0,,1,3.73,4.0,3,3,2,1,Regular,7.2,0,1,0
3974,Femenino,Ambos padres,0,Bajo,Secundaria,1,21.4,0,3.27,3.0,4,3,2,0,Regular,6.0,0,0,1
2332,Masculino,Ambos padres,2,Medio-bajo,Primaria,0,,1,1.23,3.0,3,3,2,0,Regular,7.3,0,1,0
3379,Femenino,Otros familiares,0,Medio,Secundaria,0,,0,2.73,3.0,2,4,4,0,Buena,8.1,0,1,0
2854,Femenino,Otros familiares,1,Medio,Primaria,0,,0,3.21,1.0,3,4,3,0,Buena,6.7,0,0,0
1282,Femenino,Ambos padres,2,Medio,Secundaria,0,,0,2.81,3.0,2,3,3,0,Regular,8.1,0,1,0
2424,Femenino,Un solo padre,2,Medio,Secundaria,1,22.1,0,1.83,2.0,2,3,3,0,Conflictiva,7.0,0,1,0
2975,Masculino,Ambos padres,2,Medio,Superior,0,,1,4.99,4.0,1,4,4,0,Regular,8.9,0,1,0
2998,Femenino,Un solo padre,1,Medio,Primaria,0,,1,1.8,3.0,3,3,3,0,Buena,10.0,0,0,0
3057,Masculino,Tutor,0,Medio-bajo,Sin estudios,0,,1,3.03,1.0,5,1,3,0,Regular,6.5,0,0,1
3546,Masculino,Ambos padres,3,Medio,Secundaria,0,,0,1.97,2.0,3,3,5,0,Regular,6.9,0,0,0
3212,Masculino,Ambos padres,2,Alto,Primaria,0,,1,0.32,3.0,2,4,4,0,Regular,6.1,0,1,0
2996,Masculino,Ambos padres,3,Medio-bajo,Secundaria,0,,0,1.25,2.0,3,2,4,1,Regular,5.4,0,0,1
1515,Masculino,Ambos padres,3,Medio,Superior,0,,1,0.64,3.0,3,3,4,1,Regular,6.9,0,1,0
2307,Masculino,Ambos padres,0,Medio-bajo,Superior,0,,0,1.82,4.0,3,2,4,1,Conflictiva,6.4,1,1,1
2400,Femenino,Ambos padres,1,Medio,Secundaria,0,,0,1.85,3.0,3,3,3,1,Regular,6.9,0,1,0
2033,Masculino,Otros familiares,1,Medio,Primaria,0,,1,7.98,2.0,2,5,3,1,Conflictiva,5.8,0,1,0
2419,Femenino,Otros familiares,1,Medio-bajo,Secundaria,0,,0,0.19,3.0,3,3,3,1,Regular,8.9,0,0,0
1443,Femenino,Ambos padres,1,Medio,Superior,0,,0,1.77,4.0,3,3,3,0,Buena,5.0,0,0,0
1047,Otro,Ambos padres,3,Medio,Secundaria,0,,1,2.34,4.0,3,2,3,1,Regular,5.2,0,0,0
3801,Masculino,Ambos padres,0,Bajo,Primaria,1,25.4,1,0.81,1.0,4,3,3,0,Regular,5.9,1,1,0
1423,Masculino,Otros familiares,1,Medio,Primaria,0,,1,4.7,5.0,3,5,4,1,Buena,7.7,0,1,0
1591,Masculino,Ambos padres,0,Bajo,Primaria,0,,0,4.41,3.0,5,3,2,1,Conflictiva,6.2,0,0,0
